시도명,일산화탄소,질소산화물,휘발성유기화합물,미세먼지,초미세먼지,기준연도,위도,경도
서울,305,721,19,7,6,2022,37.542987,126.98922599999999
서울,730,2809,92,14,13,2022,37.542987,126.98922599999999
서울,867,847,46,10,10,2022,37.542987,126.98922599999999
서울,1703,3690,112,34,31,2022,37.542987,126.98922599999999
서울,5867,97420,1361,1810,1665,2022,37.542987,126.98922599999999
서울,17897,63252,2834,804,739,2022,37.542987,126.98922599999999
서울,1316,4631,175,87,80,2022,37.542987,126.98922599999999
서울,222,553,23,6,6,2022,37.542987,126.98922599999999
서울,34,125,6,2,2,2022,37.542987,126.98922599999999
서울,585,2014,97,32,30,2022,37.542987,126.98922599999999
서울,554,1133,43,8,7,2022,37.542987,126.98922599999999
서울,4536,91175,2080,196,180,2022,37.542987,126.98922599999999
서울,3571,55799,1299,670,617,2022,37.542987,126.98922599999999
서울,118,2319,36,13,12,2022,37.542987,126.98922599999999
서울,4191,46493,1561,194,179,2022,37.542987,126.98922599999999
서울,1743,20537,647,77,71,2022,37.542987,126.98922599999999
서울,1599,24514,461,695,639,2022,37.542987,126.98922599999999
서울,1479,3773,172,32,30,2022,37.542987,126.98922599999999
서울,146,354,10,3,3,2022,37.542987,126.98922599999999
서울,391,1372,52,7,6,2022,37.542987,126.98922599999999
서울,1285,1058,70,13,12,2022,37.542987,126.98922599999999
서울,2230,4850,149,44,40,2022,37.542987,126.98922599999999
서울,11326,174718,2670,3142,2891,2022,37.542987,126.98922599999999
서울,25183,76968,3874,966,889,2022,37.542987,126.98922599999999
서울,688,2372,90,45,41,2022,37.542987,126.98922599999999
서울,116,268,13,3,3,2022,37.542987,126.98922599999999
서울,83,232,13,4,3,2022,37.542987,126.98922599999999
서울,322,966,52,15,14,2022,37.542987,126.98922599999999
서울,297,585,25,4,4,2022,37.542987,126.98922599999999
서울,6535,127851,3171,290,267,2022,37.542987,126.98922599999999
서울,5091,79709,2006,957,881,2022,37.542987,126.98922599999999
서울,104,2066,31,12,11,2022,37.542987,126.98922599999999
서울,3681,41787,1358,170,157,2022,37.542987,126.98922599999999
서울,1530,18469,563,67,62,2022,37.542987,126.98922599999999
서울,1414,21938,409,625,575,2022,37.542987,126.98922599999999
서울,1271,3412,145,29,27,2022,37.542987,126.98922599999999
서울,148,347,9,3,3,2022,37.542987,126.98922599999999
서울,282,1109,35,6,5,2022,37.542987,126.98922599999999
서울,1087,850,58,11,10,2022,37.542987,126.98922599999999
서울,404,910,22,9,8,2022,37.542987,126.98922599999999
서울,2091,4528,137,41,38,2022,37.542987,126.98922599999999
서울,11376,176310,2655,3167,2913,2022,37.542987,126.98922599999999
서울,23995,75970,3684,952,876,2022,37.542987,126.98922599999999
서울,770,2727,102,51,47,2022,37.542987,126.98922599999999
서울,115,295,12,3,3,2022,37.542987,126.98922599999999
서울,50,189,8,4,4,2022,37.542987,126.98922599999999
서울,17,56,2,1,1,2022,37.542987,126.98922599999999
서울,116,336,18,5,5,2022,37.542987,126.98922599999999
서울,211,746,35,12,11,2022,37.542987,126.98922599999999
서울,208,430,16,3,3,2022,37.542987,126.98922599999999
서울,5717,113785,2739,252,232,2022,37.542987,126.98922599999999
서울,4448,70748,1727,851,783,2022,37.542987,126.98922599999999
서울,108,2117,33,12,11,2022,37.542987,126.98922599999999
서울,3772,41886,1418,175,161,2022,37.542987,126.98922599999999
서울,1563,18498,587,69,64,2022,37.542987,126.98922599999999
서울,1640,25015,470,710,653,2022,37.542987,126.98922599999999
서울,1314,3232,150,28,26,2022,37.542987,126.98922599999999
서울,64,157,5,1,1,2022,37.542987,126.98922599999999
서울,156,536,21,3,2,2022,37.542987,126.98922599999999
서울,1267,960,69,12,11,2022,37.542987,126.98922599999999
서울,2239,4869,150,44,41,2022,37.542987,126.98922599999999
서울,12547,191323,2949,3418,3144,2022,37.542987,126.98922599999999
서울,25127,75295,3829,941,865,2022,37.542987,126.98922599999999
서울,274,939,36,18,16,2022,37.542987,126.98922599999999
서울,51,115,6,1,1,2022,37.542987,126.98922599999999
서울,86,235,13,4,3,2022,37.542987,126.98922599999999
서울,130,376,21,6,6,2022,37.542987,126.98922599999999
서울,120,233,10,2,1,2022,37.542987,126.98922599999999
서울,5967,116976,2918,266,245,2022,37.542987,126.98922599999999
서울,4629,73199,1848,880,810,2022,37.542987,126.98922599999999
서울,115,2354,34,13,12,2022,37.542987,126.98922599999999
서울,4199,48849,1518,194,178,2022,37.542987,126.98922599999999
서울,1754,21580,632,77,71,2022,37.542987,126.98922599999999
서울,2008,31426,582,893,822,2022,37.542987,126.98922599999999
서울,1882,5206,214,45,41,2022,37.542987,126.98922599999999
서울,257,603,15,6,5,2022,37.542987,126.98922599999999
서울,481,1917,59,10,9,2022,37.542987,126.98922599999999
서울,1585,1260,85,16,15,2022,37.542987,126.98922599999999
서울,636,1421,34,14,13,2022,37.542987,126.98922599999999
서울,3024,6539,197,60,55,2022,37.542987,126.98922599999999
서울,14396,225455,3334,4066,3741,2022,37.542987,126.98922599999999
서울,32097,108175,4969,1345,1238,2022,37.542987,126.98922599999999
서울,5942,21213,788,391,360,2022,37.542987,126.98922599999999
서울,880,2739,88,29,27,2022,37.542987,126.98922599999999
서울,966,3689,148,75,69,2022,37.542987,126.98922599999999
서울,181,611,26,13,12,2022,37.542987,126.98922599999999
서울,148,439,23,7,6,2022,37.542987,126.98922599999999
서울,388,1432,65,22,21,2022,37.542987,126.98922599999999
서울,457,993,34,7,7,2022,37.542987,126.98922599999999
서울,6356,129084,2970,278,256,2022,37.542987,126.98922599999999
서울,4972,79592,1870,952,876,2022,37.542987,126.98922599999999
서울,1,39,0,0,0,2022,37.542987,126.98922599999999
서울,135,2693,40,15,14,2022,37.542987,126.98922599999999
서울,4862,55122,1777,224,207,2022,37.542987,126.98922599999999
서울,2028,24368,738,89,82,2022,37.542987,126.98922599999999
서울,2213,34255,640,975,897,2022,37.542987,126.98922599999999
서울,2084,5534,240,48,44,2022,37.542987,126.98922599999999
서울,263,627,17,6,5,2022,37.542987,126.98922599999999
서울,619,2342,79,12,11,2022,37.542987,126.98922599999999
서울,1746,1448,94,18,16,2022,37.542987,126.98922599999999
서울,3169,6881,211,63,58,2022,37.542987,126.98922599999999
서울,10564,166465,2469,3023,2782,2022,37.542987,126.98922599999999
서울,25701,83854,3996,1057,973,2022,37.542987,126.98922599999999
서울,1114,3898,147,73,67,2022,37.542987,126.98922599999999
서울,190,466,20,5,5,2022,37.542987,126.98922599999999
서울,65,206,10,3,3,2022,37.542987,126.98922599999999
서울,498,1666,82,27,24,2022,37.542987,126.98922599999999
서울,473,962,38,7,6,2022,37.542987,126.98922599999999
서울,7469,148103,3557,328,302,2022,37.542987,126.98922599999999
서울,5830,91766,2241,1102,1014,2022,37.542987,126.98922599999999
서울,81,1582,25,9,8,2022,37.542987,126.98922599999999
서울,2823,31349,1063,131,121,2022,37.542987,126.98922599999999
서울,1169,13839,440,52,48,2022,37.542987,126.98922599999999
서울,1708,26028,489,738,679,2022,37.542987,126.98922599999999
서울,1304,3172,148,28,25,2022,37.542987,126.98922599999999
서울,40,98,3,1,1,2022,37.542987,126.98922599999999
서울,93,314,13,2,1,2022,37.542987,126.98922599999999
서울,1326,978,72,12,11,2022,37.542987,126.98922599999999
서울,2289,4975,154,45,41,2022,37.542987,126.98922599999999
서울,8832,134456,2075,2400,2208,2022,37.542987,126.98922599999999
서울,17491,52231,2663,652,600,2022,37.542987,126.98922599999999
서울,163,557,21,11,10,2022,37.542987,126.98922599999999
서울,31,69,3,1,1,2022,37.542987,126.98922599999999
서울,86,235,13,4,3,2022,37.542987,126.98922599999999
서울,79,222,13,4,3,2022,37.542987,126.98922599999999
서울,70,135,6,1,1,2022,37.542987,126.98922599999999
서울,4478,87786,2193,200,184,2022,37.542987,126.98922599999999
서울,3472,54979,1389,661,608,2022,37.542987,126.98922599999999
서울,106,2069,32,11,10,2022,37.542987,126.98922599999999
서울,3684,40872,1387,171,157,2022,37.542987,126.98922599999999
서울,1527,18049,574,68,62,2022,37.542987,126.98922599999999
서울,1714,26121,491,741,681,2022,37.542987,126.98922599999999
서울,1362,3338,156,29,27,2022,37.542987,126.98922599999999
서울,60,149,4,1,1,2022,37.542987,126.98922599999999
서울,156,527,21,3,2,2022,37.542987,126.98922599999999
서울,1335,1008,72,12,11,2022,37.542987,126.98922599999999
서울,2300,5002,154,45,42,2022,37.542987,126.98922599999999
서울,10793,164603,2539,2940,2705,2022,37.542987,126.98922599999999
서울,21809,65199,3326,815,750,2022,37.542987,126.98922599999999
서울,267,912,35,17,16,2022,37.542987,126.98922599999999
서울,47,105,5,1,1,2022,37.542987,126.98922599999999
서울,130,352,20,6,5,2022,37.542987,126.98922599999999
서울,125,354,20,6,5,2022,37.542987,126.98922599999999
서울,117,227,10,1,1,2022,37.542987,126.98922599999999
서울,5830,114198,2855,260,239,2022,37.542987,126.98922599999999
서울,4523,71468,1808,859,791,2022,37.542987,126.98922599999999
서울,161,3323,47,18,17,2022,37.542987,126.98922599999999
서울,5998,70260,2156,276,254,2022,37.542987,126.98922599999999
서울,2517,31024,900,110,101,2022,37.542987,126.98922599999999
서울,2256,35622,655,1007,926,2022,37.542987,126.98922599999999
서울,2462,7192,284,61,56,2022,37.542987,126.98922599999999
서울,468,1106,28,10,9,2022,37.542987,126.98922599999999
서울,918,3537,116,18,16,2022,37.542987,126.98922599999999
서울,1878,1614,101,20,18,2022,37.542987,126.98922599999999
서울,1307,2892,66,29,26,2022,37.542987,126.98922599999999
서울,3591,7744,229,72,66,2022,37.542987,126.98922599999999
서울,12067,193161,2773,3526,3244,2022,37.542987,126.98922599999999
서울,32043,117652,5052,1449,1333,2022,37.542987,126.98922599999999
서울,11496,41016,1522,756,696,2022,37.542987,126.98922599999999
서울,1482,4637,149,49,45,2022,37.542987,126.98922599999999
서울,1725,6602,266,135,124,2022,37.542987,126.98922599999999
서울,358,1211,52,27,24,2022,37.542987,126.98922599999999
서울,146,436,23,7,6,2022,37.542987,126.98922599999999
서울,775,2739,128,43,39,2022,37.542987,126.98922599999999
서울,920,2006,71,14,13,2022,37.542987,126.98922599999999
서울,8932,182705,4137,389,358,2022,37.542987,126.98922599999999
서울,7020,112166,2611,1332,1225,2022,37.542987,126.98922599999999
서울,151,2974,46,16,15,2022,37.542987,126.98922599999999
서울,5335,59369,1996,247,228,2022,37.542987,126.98922599999999
서울,2215,26214,827,98,90,2022,37.542987,126.98922599999999
서울,2221,34047,639,966,889,2022,37.542987,126.98922599999999
서울,1931,4886,222,42,39,2022,37.542987,126.98922599999999
서울,148,359,10,3,3,2022,37.542987,126.98922599999999
서울,355,1240,47,6,6,2022,37.542987,126.98922599999999
서울,1747,1367,95,17,15,2022,37.542987,126.98922599999999
서울,304,686,17,7,6,2022,37.542987,126.98922599999999
서울,3104,6742,207,61,56,2022,37.542987,126.98922599999999
서울,12756,196574,3004,3526,3244,2022,37.542987,126.98922599999999
서울,27809,85275,4274,1070,984,2022,37.542987,126.98922599999999
서울,1827,6432,242,120,111,2022,37.542987,126.98922599999999
서울,184,452,20,5,5,2022,37.542987,126.98922599999999
서울,217,817,33,17,16,2022,37.542987,126.98922599999999
서울,36,122,5,3,2,2022,37.542987,126.98922599999999
서울,130,352,20,6,5,2022,37.542987,126.98922599999999
서울,296,885,48,14,13,2022,37.542987,126.98922599999999
서울,301,596,25,4,4,2022,37.542987,126.98922599999999
서울,8359,164086,4066,372,342,2022,37.542987,126.98922599999999
서울,6501,102412,2573,1230,1132,2022,37.542987,126.98922599999999
서울,103,2053,31,11,11,2022,37.542987,126.98922599999999
서울,3722,41660,1373,172,158,2022,37.542987,126.98922599999999
서울,1551,18402,570,68,63,2022,37.542987,126.98922599999999
서울,1444,22275,418,632,582,2022,37.542987,126.98922599999999
서울,1415,3708,165,32,29,2022,37.542987,126.98922599999999
서울,188,454,12,4,4,2022,37.542987,126.98922599999999
서울,455,1647,59,8,7,2022,37.542987,126.98922599999999
서울,1136,971,61,12,11,2022,37.542987,126.98922599999999
서울,2044,4443,136,40,37,2022,37.542987,126.98922599999999
서울,8186,128085,1928,2320,2134,2022,37.542987,126.98922599999999
서울,19846,62613,3078,789,726,2022,37.542987,126.98922599999999
서울,809,2804,106,53,49,2022,37.542987,126.98922599999999
서울,142,335,15,4,3,2022,37.542987,126.98922599999999
서울,76,221,12,3,3,2022,37.542987,126.98922599999999
서울,368,1154,60,18,17,2022,37.542987,126.98922599999999
서울,344,686,29,5,4,2022,37.542987,126.98922599999999
서울,5745,112962,2763,254,233,2022,37.542987,126.98922599999999
서울,4485,70167,1744,842,775,2022,37.542987,126.98922599999999
서울,125,2576,36,15,14,2022,37.542987,126.98922599999999
서울,4656,54588,1634,214,196,2022,37.542987,126.98922599999999
서울,1956,24179,680,84,78,2022,37.542987,126.98922599999999
서울,1677,26823,495,770,708,2022,37.542987,126.98922599999999
서울,1979,5822,228,50,46,2022,37.542987,126.98922599999999
서울,442,1038,26,10,9,2022,37.542987,126.98922599999999
서울,1004,3981,124,20,18,2022,37.542987,126.98922599999999
서울,1312,1232,69,16,14,2022,37.542987,126.98922599999999
서울,64,142,3,1,1,2022,37.542987,126.98922599999999
서울,2663,5762,174,53,49,2022,37.542987,126.98922599999999
서울,11099,180919,2557,3331,3064,2022,37.542987,126.98922599999999
서울,30019,106190,4722,1344,1237,2022,37.542987,126.98922599999999
서울,2053,7273,273,136,125,2022,37.542987,126.98922599999999
서울,356,926,37,10,10,2022,37.542987,126.98922599999999
서울,41,154,6,3,3,2022,37.542987,126.98922599999999
서울,10,35,2,1,1,2022,37.542987,126.98922599999999
서울,167,525,27,8,8,2022,37.542987,126.98922599999999
서울,793,2859,132,45,42,2022,37.542987,126.98922599999999
서울,768,1595,58,12,11,2022,37.542987,126.98922599999999
서울,6885,139782,3140,297,273,2022,37.542987,126.98922599999999
서울,5410,85495,1959,1029,946,2022,37.542987,126.98922599999999
서울,165,3301,50,18,17,2022,37.542987,126.98922599999999
서울,5888,66977,2180,273,251,2022,37.542987,126.98922599999999
서울,2450,29568,906,108,99,2022,37.542987,126.98922599999999
서울,2155,33338,621,944,868,2022,37.542987,126.98922599999999
서울,1930,5015,222,43,40,2022,37.542987,126.98922599999999
서울,183,439,12,4,4,2022,37.542987,126.98922599999999
서울,421,1552,54,8,7,2022,37.542987,126.98922599999999
서울,1715,1358,93,17,15,2022,37.542987,126.98922599999999
서울,190,421,10,4,4,2022,37.542987,126.98922599999999
서울,3089,6704,205,61,56,2022,37.542987,126.98922599999999
서울,14715,227524,3437,4088,3761,2022,37.542987,126.98922599999999
서울,31978,101436,4921,1265,1163,2022,37.542987,126.98922599999999
서울,2459,8728,325,162,149,2022,37.542987,126.98922599999999
서울,330,968,34,10,9,2022,37.542987,126.98922599999999
서울,292,1119,45,23,21,2022,37.542987,126.98922599999999
서울,101,340,15,7,7,2022,37.542987,126.98922599999999
서울,216,588,33,9,8,2022,37.542987,126.98922599999999
서울,339,1097,56,17,16,2022,37.542987,126.98922599999999
서울,352,727,28,5,5,2022,37.542987,126.98922599999999
서울,9121,182162,4378,404,371,2022,37.542987,126.98922599999999
서울,7106,113184,2769,1353,1245,2022,37.542987,126.98922599999999
서울,220,4427,66,25,23,2022,37.542987,126.98922599999999
서울,7924,90523,2920,367,338,2022,37.542987,126.98922599999999
서울,3301,39958,1215,145,134,2022,37.542987,126.98922599999999
서울,3038,47362,881,1348,1240,2022,37.542987,126.98922599999999
서울,2891,7955,331,68,63,2022,37.542987,126.98922599999999
서울,403,951,24,9,8,2022,37.542987,126.98922599999999
서울,602,2291,77,11,10,2022,37.542987,126.98922599999999
서울,2499,1945,135,24,22,2022,37.542987,126.98922599999999
서울,2253,5044,121,48,44,2022,37.542987,126.98922599999999
서울,4702,10145,301,94,86,2022,37.542987,126.98922599999999
서울,21293,331280,4957,5961,5484,2022,37.542987,126.98922599999999
서울,47086,152812,7271,1913,1760,2022,37.542987,126.98922599999999
서울,7849,27921,1042,518,476,2022,37.542987,126.98922599999999
서울,893,2531,91,28,26,2022,37.542987,126.98922599999999
서울,1270,4807,194,99,91,2022,37.542987,126.98922599999999
서울,235,791,34,17,16,2022,37.542987,126.98922599999999
서울,203,570,31,9,8,2022,37.542987,126.98922599999999
서울,453,1515,75,24,22,2022,37.542987,126.98922599999999
서울,555,1156,44,8,8,2022,37.542987,126.98922599999999
서울,12158,243959,5789,536,493,2022,37.542987,126.98922599999999
서울,9491,151233,3661,1811,1666,2022,37.542987,126.98922599999999
서울,164,3220,50,18,16,2022,37.542987,126.98922599999999
서울,5786,64137,2169,268,247,2022,37.542987,126.98922599999999
서울,2401,28324,899,106,98,2022,37.542987,126.98922599999999
서울,2732,41711,784,1182,1088,2022,37.542987,126.98922599999999
서울,2286,5674,263,49,45,2022,37.542987,126.98922599999999
서울,143,350,10,3,3,2022,37.542987,126.98922599999999
서울,378,1297,51,6,6,2022,37.542987,126.98922599999999
서울,2147,1663,116,20,19,2022,37.542987,126.98922599999999
서울,3719,8089,250,73,67,2022,37.542987,126.98922599999999
서울,17536,268594,4130,4808,4423,2022,37.542987,126.98922599999999
서울,36744,110568,5622,1384,1273,2022,37.542987,126.98922599999999
서울,662,2268,87,43,40,2022,37.542987,126.98922599999999
서울,115,260,13,3,3,2022,37.542987,126.98922599999999
서울,130,353,20,6,5,2022,37.542987,126.98922599999999
서울,302,875,49,14,13,2022,37.542987,126.98922599999999
서울,283,553,25,4,3,2022,37.542987,126.98922599999999
서울,9098,177995,4441,405,373,2022,37.542987,126.98922599999999
서울,7071,111210,2811,1336,1229,2022,37.542987,126.98922599999999
서울,91,1889,27,10,10,2022,37.542987,126.98922599999999
서울,3391,39969,1231,157,145,2022,37.542987,126.98922599999999
서울,1422,17610,514,63,58,2022,37.542987,126.98922599999999
서울,1769,27466,509,774,712,2022,37.542987,126.98922599999999
서울,1725,4712,200,40,37,2022,37.542987,126.98922599999999
서울,231,553,15,5,5,2022,37.542987,126.98922599999999
서울,470,1765,61,9,8,2022,37.542987,126.98922599999999
서울,1471,1212,80,15,13,2022,37.542987,126.98922599999999
서울,532,1178,27,12,11,2022,37.542987,126.98922599999999
서울,2617,5669,171,52,48,2022,37.542987,126.98922599999999
서울,13450,207588,3127,3731,3432,2022,37.542987,126.98922599999999
서울,30150,98560,4660,1213,1116,2022,37.542987,126.98922599999999
서울,4129,14675,546,271,250,2022,37.542987,126.98922599999999
서울,571,1749,58,18,17,2022,37.542987,126.98922599999999
서울,596,2281,92,47,43,2022,37.542987,126.98922599999999
서울,119,403,17,9,8,2022,37.542987,126.98922599999999
서울,86,235,13,4,3,2022,37.542987,126.98922599999999
서울,380,1259,62,19,18,2022,37.542987,126.98922599999999
서울,416,888,34,6,6,2022,37.542987,126.98922599999999
서울,5068,103756,2365,223,205,2022,37.542987,126.98922599999999
서울,3987,63628,1499,756,696,2022,37.542987,126.98922599999999
서울,155,3107,46,17,16,2022,37.542987,126.98922599999999
서울,5651,63466,2064,261,240,2022,37.542987,126.98922599999999
서울,2360,28055,857,103,95,2022,37.542987,126.98922599999999
서울,2214,34344,642,976,898,2022,37.542987,126.98922599999999
서울,2291,6130,267,52,48,2022,37.542987,126.98922599999999
서울,338,810,22,7,7,2022,37.542987,126.98922599999999
서울,852,3130,110,15,14,2022,37.542987,126.98922599999999
서울,1787,1563,96,19,17,2022,37.542987,126.98922599999999
서울,3188,6927,212,63,58,2022,37.542987,126.98922599999999
서울,18681,291569,4389,5270,4848,2022,37.542987,126.98922599999999
서울,43380,137036,6707,1724,1586,2022,37.542987,126.98922599999999
서울,1516,5280,200,99,92,2022,37.542987,126.98922599999999
서울,251,600,27,7,6,2022,37.542987,126.98922599999999
서울,294,813,45,13,12,2022,37.542987,126.98922599999999
서울,679,2181,111,35,32,2022,37.542987,126.98922599999999
서울,646,1294,53,9,8,2022,37.542987,126.98922599999999
서울,8634,170152,4113,380,349,2022,37.542987,126.98922599999999
서울,6753,105386,2591,1265,1164,2022,37.542987,126.98922599999999
서울,120,2386,36,13,12,2022,37.542987,126.98922599999999
서울,4297,48561,1576,199,183,2022,37.542987,126.98922599999999
서울,1791,21461,654,78,72,2022,37.542987,126.98922599999999
서울,1379,21442,400,610,561,2022,37.542987,126.98922599999999
서울,1398,3777,162,32,30,2022,37.542987,126.98922599999999
서울,213,509,14,5,4,2022,37.542987,126.98922599999999
서울,503,1892,64,9,9,2022,37.542987,126.98922599999999
서울,1102,952,59,12,11,2022,37.542987,126.98922599999999
서울,2021,4388,134,40,37,2022,37.542987,126.98922599999999
서울,8081,127671,1891,2321,2136,2022,37.542987,126.98922599999999
서울,19987,65223,3110,823,757,2022,37.542987,126.98922599999999
서울,906,3168,120,60,55,2022,37.542987,126.98922599999999
서울,159,386,17,4,4,2022,37.542987,126.98922599999999
서울,115,333,18,5,5,2022,37.542987,126.98922599999999
서울,408,1354,67,22,20,2022,37.542987,126.98922599999999
서울,384,778,31,5,5,2022,37.542987,126.98922599999999
서울,6624,131126,3166,292,268,2022,37.542987,126.98922599999999
서울,5167,81352,1995,977,899,2022,37.542987,126.98922599999999
서울,133,2631,40,15,13,2022,37.542987,126.98922599999999
서울,4716,53222,1752,219,202,2022,37.542987,126.98922599999999
서울,1962,23494,726,87,80,2022,37.542987,126.98922599999999
서울,1956,29994,563,851,783,2022,37.542987,126.98922599999999
서울,1774,4606,205,39,36,2022,37.542987,126.98922599999999
서울,181,436,12,4,4,2022,37.542987,126.98922599999999
서울,446,1650,58,8,8,2022,37.542987,126.98922599999999
서울,1531,1250,83,15,14,2022,37.542987,126.98922599999999
서울,2722,5918,182,54,49,2022,37.542987,126.98922599999999
서울,12069,186216,2830,3347,3080,2022,37.542987,126.98922599999999
서울,26946,84405,4152,1050,966,2022,37.542987,126.98922599999999
서울,792,2736,104,52,48,2022,37.542987,126.98922599999999
서울,135,327,15,4,3,2022,37.542987,126.98922599999999
서울,129,352,20,6,5,2022,37.542987,126.98922599999999
서울,368,1182,60,18,17,2022,37.542987,126.98922599999999
서울,338,690,29,5,4,2022,37.542987,126.98922599999999
서울,7351,145001,3553,327,301,2022,37.542987,126.98922599999999
서울,5725,90130,2246,1086,999,2022,37.542987,126.98922599999999
서울,181,3908,51,22,20,2022,37.542987,126.98922599999999
서울,7117,86780,2493,328,301,2022,37.542987,126.98922599999999
서울,3015,38193,1049,131,120,2022,37.542987,126.98922599999999
서울,1809,29791,534,832,766,2022,37.542987,126.98922599999999
서울,5235,20531,600,165,151,2022,37.542987,126.98922599999999
서울,1779,4131,99,40,37,2022,37.542987,126.98922599999999
서울,2151,9087,269,46,42,2022,37.542987,126.98922599999999
서울,1668,1717,89,20,19,2022,37.542987,126.98922599999999
서울,12613,27778,619,285,262,2022,37.542987,126.98922599999999
서울,6018,12518,303,131,121,2022,37.542987,126.98922599999999
서울,15655,253365,3626,4653,4281,2022,37.542987,126.98922599999999
서울,45420,162634,7177,2008,1847,2022,37.542987,126.98922599999999
서울,9729,34565,1285,639,587,2022,37.542987,126.98922599999999
서울,1355,4312,138,44,41,2022,37.542987,126.98922599999999
서울,1167,4481,180,91,84,2022,37.542987,126.98922599999999
서울,316,1073,46,23,22,2022,37.542987,126.98922599999999
서울,94,311,15,5,5,2022,37.542987,126.98922599999999
서울,1304,4349,215,68,63,2022,37.542987,126.98922599999999
서울,1364,2890,109,20,19,2022,37.542987,126.98922599999999
서울,10125,214498,4501,437,402,2022,37.542987,126.98922599999999
서울,8039,129412,2843,1528,1406,2022,37.542987,126.98922599999999
서울,1,39,0,0,0,2022,37.542987,126.98922599999999
서울,279,5648,83,32,29,2022,37.542987,126.98922599999999
서울,10218,116957,3704,471,433,2022,37.542987,126.98922599999999
서울,4270,51694,1540,186,171,2022,37.542987,126.98922599999999
서울,2317,36997,684,1058,973,2022,37.542987,126.98922599999999
서울,2984,8866,348,75,69,2022,37.542987,126.98922599999999
서울,734,1735,45,16,15,2022,37.542987,126.98922599999999
서울,1478,5664,186,28,26,2022,37.542987,126.98922599999999
서울,1901,1806,101,22,20,2022,37.542987,126.98922599999999
서울,1744,3902,93,37,34,2022,37.542987,126.98922599999999
서울,3901,8405,247,78,72,2022,37.542987,126.98922599999999
서울,15250,247235,3546,4544,4181,2022,37.542987,126.98922599999999
서울,42362,145215,6661,1839,1692,2022,37.542987,126.98922599999999
서울,4402,15554,584,290,267,2022,37.542987,126.98922599999999
서울,652,1672,68,19,17,2022,37.542987,126.98922599999999
서울,364,1379,56,28,26,2022,37.542987,126.98922599999999
서울,97,328,14,7,7,2022,37.542987,126.98922599999999
서울,123,406,20,6,6,2022,37.542987,126.98922599999999
서울,1117,3786,185,60,56,2022,37.542987,126.98922599999999
서울,1097,2243,87,16,15,2022,37.542987,126.98922599999999
서울,15489,309903,7291,678,623,2022,37.542987,126.98922599999999
서울,12121,191315,4588,2296,2112,2022,37.542987,126.98922599999999
서울,245,5085,72,28,26,2022,37.542987,126.98922599999999
서울,9030,107492,3289,419,385,2022,37.542987,126.98922599999999
서울,3776,47346,1376,166,153,2022,37.542987,126.98922599999999
서울,2957,46835,853,1321,1215,2022,37.542987,126.98922599999999
서울,2798,7802,318,67,61,2022,37.542987,126.98922599999999
